name,ticker,Close,prob
현대차,005380.KS,478500.0,0.12939662
대한전선,001440.KS,32000.0,0.09180116
삼성SDI,006400.KS,477500.0,0.0894559
기아,000270.KS,147400.0,0.087389834
한화시스템,272210.KS,131900.0,0.08607222
두산에너빌리티,034020.KS,99300.0,0.08569127
포스코홀딩스,005490.KS,360000.0,0.08018481
GST,083450.KQ,36900.0,0.0695245
LIG넥스원,079550.KS,939000.0,0.06951086
삼성전자,005930.KS,201000.0,0.05899921
